,playerName,School,Conf,position,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,SOS,yearsInCollege,heightInCm,weightInKg,transferredSchools
1299,David Wear\wearda01,UCLA,Pac-12,Forward,37.0,37.0,22.9,2.5,5.0,0.503,1.9,3.6,0.526,0.6,1.4,0.442,0.9,1.1,0.805,1.4,2.4,3.8,0.8,0.6,0.2,0.9,2.0,6.5,7.62,4.0,208.0,104.0,1.0
1300,Hamady N'Diaye\ndiayha01,Rutgers,Big East,Center,32.0,25.0,28.3,3.6,6.2,0.579,3.6,6.2,0.579,0.0,0.0,0.34321338634857523,2.3,3.8,0.617,2.4,4.8,7.1,0.4,0.4,4.5,1.5,2.9,9.4,5.91,4.0,213.0,106.0,0.0
1301,Gary Harris\harriga01,Michigan State,Big Ten,Guard,35.0,34.0,32.3,5.6,13.0,0.429,3.3,6.4,0.507,2.3,6.6,0.35200000000000004,3.3,4.1,0.81,1.1,2.9,4.0,2.7,1.8,0.4,1.7,2.1,16.7,9.38,2.0,193.0,95.0,0.0
1302,Don Reid\reiddo01,Georgetown,Big East,Forward,31.0,30.191721132897605,23.6,2.8,4.8,0.595,2.8,4.8,0.595,0.0,0.0,0.34321338634857523,1.5,2.9,0.516,1.7029752066115702,4.258016528925619,5.7,0.8,1.0,1.9,1.4,3.6,7.2,6.41,4.0,203.0,113.0,0.0
1303,John Coker\cokerjo01,Boise State,Big Sky,Center,21.0,30.191721132897605,27.3,6.1,11.6,0.529,6.1,11.6,0.529,0.0,0.0,0.34321338634857523,3.6,5.3,0.679,1.7029752066115702,4.258016528925619,7.3,0.8,0.6,2.3,2.2771144278606963,2.327363184079602,15.9,-0.45,4.0,213.0,114.0,0.0
1304,Kelvin Cato\catoke01,Iowa State,Big 12,Center,28.0,32.0,28.6,4.6,11.2,0.408,4.6,11.2,0.409,0.0,0.0,0.0,2.2,4.0,0.54,1.7029752066115702,4.258016528925619,8.4,0.5,0.9,4.2,1.7,2.9,11.3,6.3,3.0,211.0,115.0,1.0
1305,Deng Gai\gaide01,Fairfield,MAAC,Forward,30.0,30.0,34.7,5.2,11.0,0.474,4.6,9.1,0.504,0.6,1.9,0.33299999999999996,2.8,3.8,0.722,2.7,5.8,8.5,1.3,0.6,5.5,2.1,2.8,13.9,-3.23,4.0,206.0,113.0,0.0
1306,Justise Winslow\winslju01,Duke,ACC,Forward,39.0,39.0,29.1,4.4,9.1,0.486,3.3,6.3,0.516,1.2,2.8,0.418,2.6,4.0,0.6409999999999999,1.3,5.2,6.5,2.1,1.3,0.9,1.8,2.8,12.6,9.87,1.0,198.0,102.0,0.0
1307,Roshown McLeod\mcleoro01,Duke,ACC,Forward,36.0,30.191721132897605,30.8976088289393,5.4,11.0,0.494,4.2,8.1,0.524,1.2,3.0,0.41100000000000003,3.1,4.4,0.706,1.7029752066115702,4.258016528925619,5.6,1.4,1.2,0.7,2.2771144278606963,2.327363184079602,15.3,9.33,4.0,203.0,100.0,1.0
1308,Alex Kirk\kirkal01,Washington State,Pac-10,Guard,4.0,0.0,1.0,0.0,0.0,0.4891389548693587,0.0,0.0,0.5242610250297974,0.0,0.0,0.34321338634857523,0.0,0.0,0.7261730083234244,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.3,0.0,7.39,1.0,178.0,77.0,0.0
1309,Markelle Fultz\fultzma01,Washington,Pac-12,Guard,25.0,25.0,35.7,8.4,17.6,0.47600000000000003,6.3,12.5,0.502,2.1,5.0,0.413,4.4,6.7,0.649,1.3,4.4,5.7,5.9,1.6,1.2,3.2,2.5,23.2,6.82,1.0,193.0,88.0,0.0
1310,Jaron Blossomgame\blossja01,Clemson,ACC,Forward,33.0,33.0,34.3,6.7,13.4,0.499,5.9,10.5,0.565,0.7,2.8,0.255,3.6,5.1,0.7140000000000001,1.8,4.5,6.3,1.5,0.8,0.9,1.7,1.6,17.7,9.98,4.0,201.0,97.0,0.0
1311,Udonis Haslem\hasleud01,Florida,SEC,Center,31.0,31.0,28.3,5.1,9.1,0.562,5.1,9.1,0.564,0.0,0.0,0.0,5.7,8.2,0.6940000000000001,2.7,5.5,8.3,1.6,0.9,1.3,2.4,3.1,16.0,8.37,4.0,203.0,104.0,0.0
1312,Tyrus Thomas\thomaty01,LSU,SEC,Forward,32.0,21.0,25.9,4.8,7.8,0.608,4.7,7.8,0.606,0.0,0.0,1.0,2.8,4.3,0.657,2.8,6.4,9.2,1.3,1.0,3.1,1.8,2.6,12.3,8.77,1.0,206.0,97.0,0.0
1313,Tony Massenburg\masseto01,Maryland,ACC,Forward,31.0,30.0,31.4,6.6,13.2,0.505,6.6,13.1,0.507,0.0,0.1,0.0,4.7,6.5,0.721,1.7029752066115702,4.258016528925619,10.1,0.6,0.9,1.2,2.1,3.0,18.0,6.1,4.0,206.0,99.0,0.0
1314,John Wallace\wallajo01,Syracuse,Big East,Forward,38.0,30.191721132897605,36.3,7.7,15.8,0.489,6.7,13.4,0.501,1.0,2.3,0.42,5.8,7.7,0.763,1.7029752066115702,4.258016528925619,8.7,2.4,1.2,1.7,3.2,2.5,22.2,11.35,4.0,203.0,102.0,0.0
1315,Bobby Brown\brownbo02,Cal State Fullerton,Big West,Guard,27.0,27.0,34.6,7.0,14.9,0.46799999999999997,4.0,7.3,0.551,3.0,7.6,0.38799999999999996,3.3,4.2,0.789,0.6,2.1,2.7,5.1,1.3,0.1,3.6,2.4,20.2,-5.3,4.0,188.0,79.0,0.0
1316,Scot Pollard\pollasc01,Kansas,Big 12,Center,28.0,26.0,25.1,3.4,6.4,0.528,3.3,6.3,0.525,0.0,0.0,1.0,3.5,5.0,0.7070000000000001,1.7029752066115702,4.258016528925619,8.3,0.7,1.3,2.6,1.5,2.4,10.3,7.94,4.0,211.0,120.0,0.0
1317,Matt Bullard\bullama01,Iowa,Big Ten,Forward,18.0,30.191721132897605,20.3,4.0,9.2,0.434,2.6,5.3,0.495,1.4,3.9,0.35200000000000004,2.0,2.8,0.72,1.7029752066115702,4.258016528925619,2.9,1.3,0.7,0.4,2.0,2.1,11.4,11.5,4.0,208.0,97.0,1.0
1318,Will Barton\bartowi01,Memphis,CUSA,Guard,35.0,34.0,35.3,6.6,12.9,0.509,5.5,9.9,0.5589999999999999,1.1,3.1,0.34600000000000003,3.8,5.1,0.7490000000000001,2.0,6.0,8.0,2.9,1.4,0.7,2.1,2.1,18.0,5.26,2.0,198.0,79.0,0.0
1319,Vernon Maxwell\maxweve01,Florida,SEC,Guard,33.0,33.0,36.8,7.0,15.6,0.447,5.2,11.2,0.467,1.8,4.5,0.395,4.5,6.3,0.715,1.7029752066115702,4.258016528925619,4.2,4.3,1.8,0.1,2.8,1.9,20.2,9.28,4.0,193.0,81.0,0.0
1320,Mark Blount\blounma01,Pitt,Big East,Center,29.0,30.191721132897605,26.2,3.5,7.1,0.488,3.4,7.1,0.488,0.0,0.1,0.5,2.1,4.1,0.508,1.7029752066115702,4.258016528925619,4.1,1.0,0.7,2.7,3.0,3.2,9.1,8.81,2.0,213.0,104.0,0.0
1321,Mike Harris\harrimi01,Rice,WAC,Forward,31.0,31.0,32.5,7.7,12.7,0.608,7.5,11.8,0.637,0.2,0.9,0.24100000000000002,4.9,6.1,0.8,3.6,8.1,11.7,1.3,1.3,1.2,2.2,2.6,20.6,3.07,4.0,198.0,108.0,0.0
1322,Jumaine Jones\jonesju01,Georgia,SEC,Forward,30.0,30.191721132897605,34.4,6.6,14.8,0.445,5.0,10.2,0.489,1.6,4.6,0.348,4.1,5.6,0.726,1.7029752066115702,4.258016528925619,9.5,1.2,1.1,0.7,2.5,2.4,18.8,7.19,2.0,203.0,98.0,0.0
1323,Kyle Wiltjer\wiltjky01,Gonzaga,WCC,Forward,36.0,36.0,33.6,7.2,14.7,0.491,4.7,9.0,0.526,2.5,5.7,0.43700000000000006,3.5,4.1,0.857,1.7,4.6,6.3,1.5,0.4,0.8,2.1,1.8,20.4,4.23,4.0,208.0,108.0,1.0
1324,Chris Mihm\mihmch01,Texas,Big 12,Center,33.0,30.191721132897605,30.7,6.2,11.9,0.523,6.0,11.5,0.525,0.2,0.5,0.467,5.0,7.0,0.7070000000000001,1.7029752066115702,4.258016528925619,10.5,0.7,0.3,2.7,2.5,2.7,17.7,9.61,3.0,213.0,120.0,0.0
1325,Tony Bobbitt\bobbito01,Cincinnati,CUSA,Guard,32.0,1.0,22.4,4.7,10.3,0.455,2.0,3.7,0.551,2.7,6.6,0.401,1.3,1.6,0.843,0.4,3.0,3.4,1.9,1.5,0.1,1.1,3.0,13.4,6.28,2.0,193.0,86.0,0.0
1326,Isaac Austin\austiis01,Arizona State,Pac-10,Center,30.0,30.191721132897605,30.2,6.3,11.0,0.5710000000000001,6.3,11.0,0.573,0.0,0.0,0.0,3.7,5.9,0.629,1.7029752066115702,4.258016528925619,8.7,1.9,1.0,0.6,2.5,2.8,16.3,8.93,2.0,208.0,115.0,0.0
1327,Tim Hardaway\hardati02,UTEP,WAC,Guard,33.0,33.0,35.8,7.7,15.4,0.501,6.3,11.5,0.5479999999999999,1.5,4.0,0.366,5.1,6.9,0.741,1.7029752066115702,4.258016528925619,4.0,5.4,2.8,0.2,2.7,2.4,22.0,3.4,4.0,183.0,79.0,0.0
1328,Lester Hudson\hudsole01,UT-Martin,OVC,Guard,32.0,32.0,36.0,9.8,21.8,0.449,6.5,12.4,0.52,3.3,9.3,0.355,4.6,5.3,0.8809999999999999,2.2,5.8,7.9,4.2,2.3,0.6,3.3,2.7,27.5,-4.9,2.0,190.0,86.0,0.0
1329,Lawrence Roberts\roberla01,Mississippi State,SEC,Forward,32.0,32.0,32.0,5.3,11.9,0.44799999999999995,5.0,10.7,0.466,0.4,1.3,0.293,5.9,9.0,0.653,3.4,7.5,11.0,1.9,1.6,0.8,2.7,2.2,16.9,6.05,4.0,206.0,108.0,1.0
1330,Justin Anderson\anderju01,Virginia,ACC,Guard,26.0,22.0,27.8,4.0,8.5,0.466,2.2,4.5,0.479,1.8,4.0,0.452,2.5,3.2,0.78,0.7,3.4,4.0,1.7,0.7,0.5,1.2,1.2,12.2,7.81,3.0,198.0,102.0,0.0
1331,Avery Bradley\bradlav01,Texas,Big 12,Guard,34.0,32.0,29.5,4.7,10.8,0.43200000000000005,3.4,7.5,0.457,1.2,3.3,0.375,1.1,1.9,0.545,1.0,1.9,2.9,2.1,1.3,0.5,1.5,2.4,11.6,7.38,1.0,188.0,81.0,0.0
1332,J.J. Hickson\hicksjj01,NC State,ACC,Forward,31.0,26.0,28.7,5.3,8.9,0.591,5.3,8.9,0.593,0.0,0.0,0.0,4.3,6.3,0.677,2.6,5.9,8.5,1.0,0.7,1.5,2.7,1.9,14.8,9.06,1.0,206.0,109.0,0.0
1333,Maceo Baston\bastoma01,Michigan,Big Ten,Forward,30.0,30.191721132897605,30.8976088289393,4.3,7.2,0.597,4.3,7.2,0.597,0.0,0.0,0.34321338634857523,4.1,6.3,0.654,1.7029752066115702,4.258016528925619,7.4,1.2,0.8,1.1,2.2771144278606963,2.327363184079602,12.7,9.64,4.0,206.0,97.0,0.0
1334,Robert Williams\williro04,Florida Atlantic,A-Sun,Center,27.0,19.0,20.7,2.8,5.6,0.493,2.8,5.6,0.493,0.0,0.0,0.34321338634857523,1.2,2.1,0.569,2.1,3.0,5.0,0.3,0.4,0.8,1.4,2.4,6.8,-7.13,5.0,203.0,102.0,0.0
1335,K.J. McDaniels\mcdankj01,Clemson,ACC,Forward,36.0,35.0,33.7,5.8,12.6,0.45899999999999996,4.6,8.8,0.527,1.2,3.8,0.304,4.3,5.1,0.8420000000000001,2.4,4.7,7.1,1.6,1.1,2.8,2.3,2.2,17.1,5.97,3.0,198.0,90.0,0.0
1336,Cheick Diallo\diallch01,Kansas,Big 12,Forward,27.0,1.0,7.5,1.2,2.1,0.569,1.2,2.1,0.569,0.0,0.0,0.34321338634857523,0.6,1.0,0.556,0.6,1.9,2.5,0.0,0.3,0.9,0.6,1.4,3.0,11.22,1.0,206.0,98.0,0.0
1337,Darrick Martin\martida01,UCLA,Pac-10,Guard,33.0,9.0,19.5,1.6,3.6,0.433,1.2,2.6,0.45899999999999996,0.4,1.1,0.371,2.1,2.5,0.8290000000000001,1.7029752066115702,4.258016528925619,1.3,3.9,1.0,0.1,1.5,2.1,5.6,9.81,4.0,180.0,77.0,0.0
1338,Stephen Graham\grahast01,Oklahoma State,Big 12,Guard,33.0,4.0,17.9,2.2,4.5,0.483,1.7,3.5,0.491,0.5,1.0,0.455,1.8,2.4,0.725,0.8,2.4,3.2,1.1,0.5,0.1,1.6,1.8,6.5,9.68,4.0,198.0,97.0,1.0
1339,Chris Copeland\copelch01,Colorado,Big 12,Forward,30.0,28.0,24.3,4.1,9.4,0.44,2.5,4.7,0.521,1.7,4.7,0.35700000000000004,2.1,3.1,0.688,1.7,3.4,5.1,1.6,0.8,1.1,1.5,2.4,12.1,4.57,4.0,203.0,106.0,0.0
1340,Thaddeus Young\youngth01,Georgia Tech,ACC,Forward,31.0,31.0,29.6,5.7,11.9,0.478,4.5,8.9,0.498,1.3,3.0,0.419,1.7,2.3,0.743,2.3,2.5,4.9,2.0,1.3,0.4,2.2,2.0,14.4,9.36,1.0,203.0,99.0,0.0
1341,Sharrod Ford\fordsh02,Clemson,ACC,Forward,32.0,32.0,28.8,5.8,11.3,0.512,5.8,11.2,0.517,0.0,0.1,0.0,3.3,5.7,0.585,3.4,4.7,8.2,1.1,0.8,2.1,2.6,2.9,14.9,8.86,4.0,206.0,102.0,0.0
1342,Greg Stiemsma\stiemgr01,Wisconsin,Big Ten,Center,35.0,7.0,11.5,1.5,2.7,0.5479999999999999,1.5,2.7,0.5479999999999999,0.0,0.0,0.34321338634857523,0.5,0.7,0.826,1.1,2.0,3.1,0.7,0.4,1.1,0.7,1.5,3.5,6.73,4.0,211.0,117.0,0.0
1343,Frank Mason\masonfr01,Kansas,Big 12,Guard,36.0,36.0,36.1,6.7,13.7,0.49,4.4,8.8,0.5,2.3,4.8,0.47100000000000003,5.3,6.6,0.794,0.6,3.6,4.2,5.2,1.3,0.1,2.4,2.0,20.9,12.23,4.0,180.0,83.0,0.0
1344,JaVale McGee\mcgeeja01,Nevada,WAC,Forward,33.0,31.0,27.3,5.7,10.8,0.529,5.3,9.5,0.556,0.4,1.3,0.33299999999999996,2.2,4.3,0.525,2.5,4.8,7.3,0.6,0.8,2.8,2.4,2.5,14.1,-0.11,2.0,213.0,107.0,0.0
1345,Ben Hansbrough\hansbbe01,Notre Dame,Big East,Guard,34.0,34.0,35.4,5.7,11.9,0.479,3.1,6.0,0.522,2.6,5.9,0.435,4.4,5.4,0.815,0.7,3.1,3.9,4.3,1.2,0.1,2.4,2.6,18.4,8.43,4.0,190.0,92.0,1.0
1346,Bobby Portis\portibo01,Arkansas,SEC,Forward,36.0,36.0,29.9,6.9,12.9,0.536,6.6,12.1,0.541,0.4,0.8,0.467,3.2,4.3,0.737,3.7,5.2,8.9,1.2,1.1,1.4,1.6,2.2,17.5,6.79,2.0,211.0,109.0,0.0
1347,Marcus Banks\banksma01,UNLV,MWC,Guard,32.0,32.0,36.1,7.0,13.6,0.514,5.7,9.8,0.583,1.3,3.8,0.336,5.1,6.7,0.757,0.6,2.8,3.3,5.5,2.8,0.1,3.9,2.7,20.3,4.67,2.0,188.0,90.0,0.0
1348,Robert Sacre\sacrero01,Gonzaga,WCC,Center,33.0,33.0,26.3,3.5,6.9,0.511,3.5,6.9,0.515,0.0,0.1,0.0,4.5,6.0,0.7609999999999999,2.0,4.3,6.3,0.7,0.4,1.4,1.8,2.2,11.6,3.25,5.0,213.0,117.0,0.0
1349,Chris Hunter\huntech01,Michigan,Big Ten,Forward,30.0,7.0,18.5,2.8,6.3,0.442,2.2,4.2,0.512,0.6,2.1,0.302,1.9,2.4,0.8029999999999999,1.2,2.6,3.8,0.4,0.6,1.0,1.5,2.3,8.1,7.04,4.0,211.0,102.0,0.0
1350,Myles Turner\turnemy01,Texas,Big 12,Forward,34.0,7.0,22.2,3.4,7.6,0.455,2.9,5.7,0.513,0.5,1.8,0.27399999999999997,2.8,3.3,0.8390000000000001,1.3,5.2,6.5,0.6,0.3,2.6,1.4,2.4,10.1,9.07,1.0,211.0,108.0,0.0
1351,Tony Snell\snellto01,New Mexico,MWC,Guard,35.0,35.0,31.2,4.1,9.7,0.42200000000000004,2.3,5.1,0.452,1.8,4.7,0.39,2.5,2.9,0.843,0.4,2.2,2.6,2.9,0.8,0.5,2.1,1.3,12.5,6.63,3.0,201.0,90.0,0.0
1352,Diante Garrett\garredi02,Iowa State,Big 12,Guard,32.0,31.0,36.7,6.7,16.2,0.413,4.8,10.4,0.465,1.8,5.8,0.319,2.1,2.5,0.825,0.4,3.3,3.7,6.1,1.7,0.2,3.3,1.7,17.3,4.54,4.0,193.0,86.0,0.0
1353,Shawn Bradley\bradlsh01,BYU,WAC,Center,34.0,34.0,28.9,5.5,10.6,0.518,5.5,10.6,0.517,0.0,0.0,1.0,3.8,5.4,0.6920000000000001,1.7029752066115702,4.258016528925619,7.7,1.2,0.7,5.2,2.3,3.2,14.8,5.36,1.0,229.0,106.0,0.0
1354,Zendon Hamilton\hamilze01,St. John's (NY),Big East,Center,32.0,30.191721132897605,30.8976088289393,5.0,10.7,0.47200000000000003,5.0,10.7,0.47200000000000003,0.0,0.0,0.34321338634857523,5.3,8.1,0.654,1.7029752066115702,4.258016528925619,8.7,0.4,0.5,0.9,2.2771144278606963,2.327363184079602,15.4,6.76,4.0,211.0,113.0,0.0
1355,Michael Dickerson\dickemi01,Arizona,Pac-10,Forward,35.0,35.0,28.2,6.9,13.5,0.51,5.3,9.5,0.5539999999999999,1.6,4.0,0.40399999999999997,2.6,3.4,0.758,1.7029752066115702,4.258016528925619,4.5,1.8,1.1,0.2,2.2,2.3,18.0,8.38,4.0,196.0,86.0,0.0
1356,Jaren Jackson\jacksja02,Georgetown,Big East,Guard,34.0,34.0,27.1,4.7,10.5,0.451,3.7,7.9,0.46299999999999997,1.1,2.6,0.414,1.7,2.6,0.6559999999999999,1.7029752066115702,4.258016528925619,5.2,1.8,1.7,0.3,1.7,1.9,12.3,10.37,4.0,193.0,86.0,0.0
1357,Michael Ruffin\ruffimi01,Tulsa,WAC,Forward,33.0,30.191721132897605,32.2,3.5,6.7,0.527,3.5,6.6,0.537,0.0,0.1,0.0,4.5,7.5,0.603,1.7029752066115702,4.258016528925619,10.4,1.4,1.8,2.6,2.7,3.0,11.6,4.45,4.0,206.0,111.0,0.0
1358,Kyle Collinsworth\colliky01,BYU,WCC,Guard,37.0,36.0,33.8,5.6,12.0,0.46399999999999997,5.3,11.0,0.484,0.2,1.0,0.243,3.9,6.1,0.652,2.3,5.9,8.2,7.4,2.0,0.5,3.4,2.0,15.3,2.36,4.0,198.0,95.0,0.0
1359,Chucky Atkins\atkinch01,South Florida,CUSA,Guard,28.0,30.191721132897605,38.0,6.3,14.5,0.43200000000000005,3.3,6.6,0.503,2.9,7.9,0.373,3.9,5.0,0.773,1.7029752066115702,4.258016528925619,3.0,4.0,1.3,0.3,3.3,1.9,19.3,3.41,4.0,180.0,72.0,0.0
1360,Tyler Dorsey\dorsety01,Oregon,Pac-12,Guard,39.0,39.0,30.0,4.8,10.4,0.467,2.6,5.1,0.513,2.3,5.3,0.423,2.7,3.6,0.755,0.8,2.6,3.5,1.7,0.8,0.1,1.5,1.5,14.6,8.38,2.0,193.0,81.0,0.0
1361,Ivan Rabb\rabbiv01,California,Pac-12,Forward,31.0,30.0,32.6,4.9,10.1,0.484,4.6,9.4,0.49,0.3,0.6,0.4,4.0,6.0,0.6629999999999999,3.0,7.4,10.5,1.5,0.7,1.0,2.2,3.1,14.0,6.34,2.0,211.0,99.0,0.0
1362,Marvin Williams\willima02,UNC,ACC,Forward,36.0,0.0,22.2,3.5,6.9,0.506,2.9,5.6,0.522,0.5,1.2,0.43200000000000005,3.8,4.5,0.847,1.8,4.8,6.6,0.7,1.1,0.5,1.6,2.6,11.3,10.66,1.0,206.0,104.0,0.0
1363,J.R. Bremer\bremejr01,St. Bonaventure,A-10,Guard,30.0,30.0,38.0,7.7,18.7,0.413,4.8,9.8,0.486,2.9,8.9,0.331,6.3,7.8,0.8029999999999999,1.3,3.3,4.7,3.1,1.9,0.1,3.0,2.0,24.6,3.63,4.0,188.0,83.0,0.0
1364,Donte Greene\greendo01,Syracuse,Big East,Forward,35.0,35.0,35.8,6.2,14.9,0.418,3.7,7.4,0.49200000000000005,2.6,7.5,0.345,2.7,3.8,0.7070000000000001,1.7,5.5,7.2,2.0,1.3,1.6,2.6,2.9,17.7,7.96,1.0,211.0,102.0,0.0
1365,Chris Richard\richach01,Florida,SEC,Center,40.0,4.0,18.4,2.5,3.6,0.69,2.5,3.6,0.69,0.0,0.0,0.34321338634857523,1.3,2.1,0.627,1.6,2.1,3.7,0.4,0.3,0.3,1.2,2.3,6.2,7.33,4.0,206.0,122.0,0.0
1366,Jalen Brunson\brunsja01,Villanova,Big East,Guard,40.0,40.0,31.8,6.8,13.0,0.521,4.6,7.7,0.599,2.2,5.3,0.408,3.3,4.1,0.802,0.3,2.8,3.1,4.6,0.9,0.0,1.8,2.0,18.9,10.24,3.0,190.0,90.0,0.0
1367,Aaron Jackson\jacksaa01,Duquesne,A-10,Guard,34.0,34.0,36.7,6.7,12.1,0.5539999999999999,5.4,8.7,0.613,1.4,3.4,0.405,4.5,5.5,0.809,1.8,3.7,5.5,5.7,1.6,0.1,3.0,1.9,19.3,2.48,4.0,193.0,83.0,0.0
1368,Jerome Williams\willije01,Georgetown,Big East,Forward,37.0,37.0,27.5,4.0,6.8,0.588,3.9,6.6,0.601,0.0,0.2,0.14300000000000002,2.3,3.6,0.639,1.7029752066115702,4.258016528925619,8.8,1.4,1.9,0.4,1.9,1.8,10.3,9.83,2.0,206.0,93.0,0.0
1369,Willie Green\greenwi01,Detroit,Horizon,Guard,30.0,30.0,34.0,8.1,16.6,0.49,6.9,13.3,0.519,1.2,3.3,0.374,5.1,6.3,0.805,1.1,3.9,4.9,2.5,1.3,0.4,2.3,2.4,22.6,-0.1,4.0,193.0,90.0,0.0
1370,James Nunnally\nunnaja01,UCSB,Big West,Forward,31.0,31.0,33.7,5.8,12.4,0.47,4.0,7.4,0.537,1.8,5.0,0.37,2.5,3.2,0.7959999999999999,1.1,4.9,5.9,2.8,0.7,0.3,2.5,2.0,16.0,-1.38,4.0,201.0,92.0,0.0
1371,Brad Wanamaker\wanambr01,Pitt,Big East,Guard,34.0,34.0,30.4,3.9,8.7,0.44799999999999995,3.4,7.3,0.47200000000000003,0.5,1.4,0.327,3.4,4.5,0.76,1.4,3.9,5.2,5.1,1.4,0.4,2.3,2.1,11.7,7.85,4.0,193.0,95.0,0.0
1372,Jordan Adams\adamsjo01,UCLA,Pac-12,Guard,36.0,36.0,30.1,5.8,11.9,0.485,4.3,7.9,0.551,1.4,4.1,0.35600000000000004,4.4,5.3,0.836,1.9,3.5,5.3,2.3,2.6,0.1,1.5,2.2,17.4,7.62,2.0,196.0,99.0,0.0
1373,Darren Collison\collida01,UCLA,Pac-10,Guard,35.0,35.0,31.5,5.0,9.8,0.509,3.8,6.9,0.5579999999999999,1.2,3.0,0.39399999999999996,3.2,3.6,0.897,0.5,1.9,2.4,4.7,1.6,0.1,2.5,1.5,14.4,7.18,4.0,185.0,72.0,0.0
1374,Treveon Graham\grahatr01,VCU,A-10,Guard,33.0,33.0,29.4,5.2,12.2,0.428,3.3,7.1,0.462,1.9,5.1,0.381,3.8,5.5,0.691,2.2,4.9,7.1,1.6,0.6,0.3,1.2,2.0,16.2,6.1,4.0,198.0,99.0,0.0
1375,Glen Rice\ricegl01,Michigan,Big Ten,Forward,37.0,37.0,34.0,9.8,17.0,0.5770000000000001,7.1,11.8,0.604,2.7,5.2,0.516,3.4,4.0,0.8320000000000001,1.7029752066115702,4.258016528925619,6.3,2.3,1.1,0.3,2.2,2.0,25.6,12.06,4.0,201.0,97.0,0.0
1376,Terry Rozier\roziete01,Louisville,ACC,Guard,36.0,35.0,35.0,5.9,14.5,0.41100000000000003,4.6,10.1,0.456,1.3,4.4,0.306,3.9,4.9,0.79,1.2,4.4,5.6,3.0,2.0,0.2,2.2,1.7,17.1,8.98,2.0,185.0,86.0,0.0
1377,Kadeem Allen\allenka01,Arizona,Pac-12,Guard,34.0,33.0,30.0,3.1,6.9,0.45299999999999996,2.2,4.7,0.466,0.9,2.2,0.42700000000000005,2.5,3.4,0.741,0.4,3.7,4.0,3.0,1.6,0.6,1.9,2.4,9.8,7.63,2.0,190.0,81.0,0.0
1378,Kris Dunn\dunnkr01,Providence,Big East,Guard,33.0,32.0,33.0,5.6,12.5,0.44799999999999995,4.3,9.0,0.47700000000000004,1.3,3.4,0.37200000000000005,4.0,5.8,0.695,1.1,4.2,5.3,6.2,2.5,0.6,3.5,2.8,16.4,8.46,4.0,190.0,92.0,0.0
1379,Julian Washburn\washbju01,UTEP,CUSA,Forward,33.0,31.0,33.8,3.8,9.3,0.415,2.6,6.1,0.433,1.2,3.2,0.381,1.4,1.9,0.7190000000000001,0.9,3.2,4.1,2.6,0.9,0.6,1.3,1.9,10.3,-0.51,4.0,203.0,95.0,0.0
1380,Felipe Lopez\lopezfe01,St. John's (NY),Big East,Guard,32.0,30.191721132897605,30.8976088289393,6.4,14.9,0.431,4.6,9.4,0.48700000000000004,1.9,5.6,0.337,2.8,4.9,0.573,1.7029752066115702,4.258016528925619,4.8,2.7,1.2,0.8,2.2771144278606963,2.327363184079602,17.6,6.76,4.0,196.0,90.0,0.0
1381,Patrick O'Bryant\obryapa01,Bradley,MVC,Center,25.0,21.0,25.7,5.3,9.6,0.552,5.3,9.6,0.552,0.0,0.0,0.34321338634857523,2.8,4.1,0.6759999999999999,2.9,5.4,8.3,0.8,0.9,2.9,2.1,3.0,13.4,5.38,2.0,213.0,117.0,0.0
1382,Ben Handlogten\handlbe01,Western Michigan,MAC,Forward,27.0,30.191721132897605,31.3,5.7,9.5,0.599,5.7,9.5,0.598,0.0,0.0,1.0,4.3,6.4,0.6709999999999999,1.7029752066115702,4.258016528925619,8.8,1.6,1.4,1.5,3.0,2.8,15.7,1.84,4.0,208.0,108.0,0.0
1383,T.J. Warren\warretj01,NC State,ACC,Forward,35.0,35.0,35.4,9.8,18.6,0.525,8.9,15.3,0.58,0.9,3.3,0.267,4.5,6.5,0.69,3.2,3.9,7.1,1.1,1.8,0.6,2.4,2.8,24.9,7.44,2.0,203.0,105.0,0.0
1384,Dakari Johnson\johnsda04,Kentucky,SEC,Center,39.0,0.0,16.3,2.0,4.0,0.506,2.0,4.0,0.506,0.0,0.0,0.34321338634857523,2.3,3.7,0.625,1.7,2.9,4.6,0.7,0.4,0.9,1.1,1.8,6.4,8.67,2.0,213.0,115.0,0.0
1385,Glen Davis\davisgl01,LSU,SEC,Forward,29.0,28.0,35.0,6.1,12.7,0.484,5.6,11.0,0.505,0.6,1.7,0.34700000000000003,4.8,6.7,0.713,3.9,6.6,10.4,2.3,1.1,1.0,2.8,2.3,17.7,7.44,3.0,206.0,131.0,0.0
1386,Sean Lampley\lamplse01,California,Pac-10,Forward,31.0,31.0,34.6,6.7,13.4,0.502,6.5,12.4,0.527,0.2,1.1,0.212,5.8,7.9,0.738,1.5,5.7,7.2,3.3,0.9,0.5,3.6,2.5,19.5,9.08,4.0,201.0,102.0,0.0
