playerName,Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS, ,SOS,yearsInCollege,heightInCm,weightInKg,position
Curtis Borchardt\borchcu01,2001-02,Stanford,Pac-10,29,29,30.9,5.9,10.2,0.576,5.5,9.3,0.593,0.4,0.9,0.407,4.8,7.1,0.67,3.8,7.7,11.4,2,0.6,2.9,2,2.8,16.9,,9.03,3,213,108,Center
James Ennis\ennisja01,2012-13,Long Beach State,Big West,33,32,33.1,5.5,11.2,0.491,3.8,6.6,0.585,1.7,4.7,0.357,3.8,4.6,0.834,2,4.7,6.7,2.1,1.8,1.3,3,2.3,16.5,,1.92,2,201,95,Guard
Chris Duhon\duhonch01,2003-04,Duke,ACC,37,37,35.4,3.7,8.3,0.448,2.9,5.7,0.514,0.8,2.6,0.302,1.8,2.4,0.722,0.8,3.2,4.1,6.1,2.2,0.2,2.8,2.1,10,,10.86,4,185,83,Guard
Marshall Plumlee\plumlma02,2015-16,Duke,ACC,36,36,30.5,2.9,4.3,0.688,2.9,4.3,0.688,0,0,,2.4,4.3,0.575,3.3,5.3,8.6,1.1,0.8,1.6,1.1,2.8,8.3,,10.59,4,213,115,Center
Norris Cole\coleno01,2010-11,Cleveland State,Horizon,36,36,35.7,7,15.9,0.439,5.6,11.8,0.473,1.4,4.1,0.342,6.3,7.4,0.853,0.8,5.1,5.8,5.3,2.2,0.1,2.7,2.4,21.7,,1.74,4,188,77,Guard
Kelly Olynyk\olynyke01,2012-13,Gonzaga,WCC,32,27,26.4,6.7,10.7,0.629,6.4,9.8,0.66,0.3,0.9,0.3,4.1,5.3,0.776,2.4,4.9,7.3,1.7,0.7,1.1,2.4,2.3,17.8,,4.18,3,213,107,Forward
Jamil Wilson\wilsoja02,,Oregon,,26,13,16.9,1.8,4.2,0.427,1.5,3,0.487,0.3,1.2,0.281,0.8,1,0.741,1.2,2,3.2,1,0.5,0.5,1,2.1,4.7,,,6,201,104,Forward
Brandon Jennings\jennibr01,2003-04,Fort Wayne,Ind,22,1,11.9,0.7,2,0.333,0.3,1,0.318,0.4,1,0.348,0.5,0.5,0.833,0.7,1.3,2,0.5,0.3,0,0.6,0.9,2.2,,0.99,2,198,103,Forward
Desmond Penigar\penigde01,2002-03,Utah State,Big West,33,32,27.7,5.8,12.4,0.468,4.9,10,0.494,0.9,2.4,0.363,3.2,4.5,0.721,2.1,4.5,6.6,0.4,0.9,0.4,1.8,2.1,15.7,,-1.43,2,201,111,Forward
Etdrick Bohannon\bohanet01,,Arizona,,24,0,8.5,1,2.2,0.442,1,2.2,0.442,0,0,,0.7,1.3,0.548,,,2.2,0.5,0.3,0.6,0.6,1,2.6,,,4,206,99,Forward
Laron Profit\profila01,1998-99,Maryland,ACC,34,,28.9,5.4,10.8,0.503,4.7,8.6,0.553,0.7,2.3,0.312,2.9,4.4,0.676,,,4.8,2.1,2,0.4,2.5,2.3,14.5,,9.1,4,196,92,Forward
Jason Terry\terryja01,1998-99,Arizona,Pac-10,29,,38.2,7.2,16.3,0.443,4.6,9.7,0.473,2.6,6.6,0.398,4.9,5.8,0.839,,,3.3,5.5,2.8,0.2,4.1,1.4,21.9,,8.31,4,188,79,Guard
Marcus Morris\morrima03,2010-11,Kansas,Big 12,38,35,28.3,6.3,11.1,0.57,5.6,9.1,0.62,0.7,2,0.342,3.9,5.7,0.688,2.6,5,7.6,1.6,0.8,0.6,1.8,2.6,17.2,,7.62,3,206,106,Forward
Sviatoslav Mykhailiuk\mykhasv01,2017-18,Kansas,Big 12,39,39,34.5,5.3,12.1,0.434,2.3,5.5,0.423,2.9,6.6,0.444,1.2,1.4,0.804,1.1,2.8,3.9,2.7,1.2,0.3,1.7,2.5,14.6,,11.87,4,203,88,Guard
Brad Miller\millebr01,1997-98,Purdue,Big Ten,34,32,29.2,5.6,8.9,0.632,5.5,8.6,0.644,0.1,0.3,0.3,5.9,7.5,0.78,,,8.9,2.5,1.2,1.6,3,2.7,17.2,,9.23,4,211,110,Center
Lindsey Hunter\hunteli01,,Alcorn State,,27,,23.1,2.6,6.6,0.393,2.4,5.8,0.42,0.1,0.8,0.19,0.9,1.2,0.719,,,2.5,3.7,1.4,0.1,2.9,1.7,6.2,,,6,188,77,Guard
Keith McLeod\mcleoke01,2001-02,Bowling Green State,MAC,33,33,33.6,6.8,15,0.452,4.1,8.5,0.482,2.7,6.5,0.412,6.6,8.2,0.807,0.8,3.4,4.2,2.7,2,0.1,3.1,2.7,22.9,,1.46,4,188,85,Guard
D.J. White\whitedj01,2007-08,Indiana,Big Ten,33,33,33.5,6.5,10.8,0.605,6.5,10.7,0.607,0,0.1,0.333,4.3,6.2,0.689,3,7.3,10.3,0.8,0.8,1.6,1.9,2.5,17.4,,6.08,4,206,113,Forward
Austin Daye\dayeau01,2008-09,Gonzaga,WCC,34,33,26.3,4.7,9.8,0.477,3.6,7.3,0.494,1.1,2.5,0.429,2.3,3.2,0.706,1.1,5.8,6.8,1.1,0.7,2.1,2.1,2.9,12.7,,3.55,2,211,90,Forward
Nazr Mohammed\mohamna01,1997-98,Kentucky,SEC,39,,,4.9,8.2,0.597,4.9,8.2,0.597,0,0,,2.3,3.5,0.652,,,7.2,0.7,0.9,1.9,,,12,,9.85,3,208,100,Center
Robert Archibald\archiro01,2001-02,Illinois,Big Ten,34,31,22.6,3.4,5.1,0.659,3.4,5.1,0.663,0,0,0,3.9,6,0.654,2.1,3.5,5.5,1.3,0.7,1.1,2,3.6,10.6,,9.94,4,211,113,Center
Roshown McLeod\mcleoro01,,St. John's (NY),,57,,19.4,2.9,6.3,0.455,2.8,6,0.465,0.1,0.2,0.214,1.3,2,0.643,,,4,1.1,0.7,0.6,1.1,2.6,7.2,,,6,203,100,Forward
Ronnie Price\pricero01,,Nicholls State,,25,18,29.8,4,10.7,0.371,2.5,5.3,0.466,1.5,5.4,0.276,1.9,2.4,0.77,0.6,1.8,2.3,2.9,1.2,0,3.5,2.5,11.3,,,6,188,86,Guard
Jermaine Jackson\jacksje01,1998-99,Detroit,MW Coll,31,,34.9,4.2,9.8,0.43,3.5,7.4,0.465,0.8,2.4,0.32,4.7,6.3,0.749,,,6.4,4.5,1.2,0.2,2.9,1.8,13.9,,-0.14,4,193,92,Guard
Don MacLean\macledo01,1991-92,UCLA,Pac-10,32,32,32.3,7.2,14.2,0.504,7,13.7,0.51,0.2,0.5,0.353,6.2,6.7,0.921,,,7.8,2.1,0.5,0.2,2.6,2.3,20.7,,9.81,4,208,106,Forward
Isaiah Taylor\taylois01,2015-16,Texas,Big 12,33,33,30.9,4.8,11.5,0.42,4.2,9.6,0.44,0.6,1.8,0.311,4.8,5.9,0.811,0.4,2.4,2.8,5,0.9,0.2,1.8,2.7,15,,11.71,3,185,77,Guard
Kyle Singler\singlky01,2010-11,Duke,ACC,37,37,34.8,5.9,13.8,0.43,4.2,8.5,0.497,1.7,5.2,0.321,3.4,4.2,0.806,2.4,4.5,6.8,1.6,0.9,0.3,1.9,2.6,16.9,,8.31,4,203,104,Forward
Ryan Hollins\holliry01,2005-06,UCLA,Pac-10,33,24,21.5,2.5,4.1,0.619,2.5,4.1,0.619,0,0,,2,3.3,0.602,2,2.8,4.8,0.3,0.2,0.9,1.2,2.5,7,,8.27,4,213,104,Center
Aaron Gordon\gordoaa01,2013-14,Arizona,Pac-12,38,38,31.2,5,10.1,0.495,4.6,8.9,0.513,0.4,1.2,0.356,2,4.7,0.422,2.7,5.3,8,2,0.9,1,1.4,2.4,12.4,,9.04,1,206,102,Forward
Bobby Simmons\simmobo01,2000-01,DePaul,CUSA,29,28,33.8,5.1,11.5,0.447,3,5.8,0.524,2.1,5.7,0.37,4.3,5.3,0.8,2.6,5.9,8.6,2.5,0.8,0.1,2.1,3.3,16.7,,8.02,3,201,95,Forward
Yante Maten\matenya01,2017-18,Georgia,SEC,33,33,34.3,6.3,13.5,0.464,5.4,10.9,0.493,0.9,2.6,0.341,5.8,7.3,0.801,3.5,5.1,8.6,1.5,0.5,1.5,2,2.2,19.3,,8.87,4,203,108,Forward
Shai Gilgeous-Alexander\gilgesh01,2017-18,Kentucky,SEC,37,24,33.7,4.9,10.2,0.485,4.3,8.6,0.5,0.6,1.5,0.404,3.9,4.7,0.817,0.9,3.2,4.1,5.1,1.6,0.5,2.7,1.7,14.4,,10.73,1,198,81,Guard
Delonte West\westde01,2003-04,St. Joseph's,A-10,32,32,33.5,6.6,13,0.51,4.9,8.8,0.557,1.8,4.3,0.412,3.9,4.3,0.892,1.2,4.2,5.4,4.7,1.7,0.2,2.6,1.9,18.9,,4.97,3,193,81,Guard
Matt Maloney\malonma01,,Vanderbilt,,30,,18.6,1.4,3.3,0.41,0.4,1,0.387,1,2.3,0.42,0.4,0.5,0.786,,,1.5,1.7,0.8,0,1.8,1.6,4.1,,,6,190,87,Guard
Chinanu Onuaku\onuakch01,2015-16,Louisville,ACC,31,29,24.6,4.4,7.1,0.62,4.4,7.1,0.623,0,0,0,1.1,1.8,0.589,2.9,5.5,8.5,1.6,0.8,2,2.1,3,9.9,,7.74,2,208,104,Forward
Allan Ray\rayal01,2005-06,Villanova,Big East,32,32,32.1,5.8,14.9,0.389,2.5,5.9,0.416,3.3,9,0.372,3.5,3.9,0.889,0.6,3,3.6,1.8,1.2,0.1,1.8,2.4,18.5,,9.23,4,188,86,Guard
Emeka Okafor\okafoem01,2003-04,UConn,Big East,36,36,32.4,7.3,12.1,0.599,7.3,12.1,0.599,0,0,,3.1,6.1,0.518,3.8,7.7,11.5,1,1,4.1,2.3,2.4,17.6,,7.77,3,208,114,Center
Ryan Arcidiacono\arcidry01,2015-16,Villanova,Big East,40,39,32.1,4.1,9.3,0.445,2.2,4.5,0.5,1.9,4.8,0.394,2.3,2.8,0.836,0.4,2.6,2.9,4.2,1.4,0,1.5,1.5,12.5,,9.71,4,190,88,Guard
Chris Kaman\kamanch01,2002-03,Central Michigan,MAC,31,31,34,7.9,12.6,0.622,7.9,12.6,0.622,0,0,,6.6,8.9,0.749,3.6,8.4,12,1.2,0.6,3.2,4.4,3.2,22.4,,1.79,3,213,121,Center
Elias Harris\harriel01,2012-13,Gonzaga,WCC,34,33,27.8,5,9.9,0.501,4.7,8.5,0.555,0.2,1.4,0.17,4.4,5.7,0.768,2,5.4,7.4,1.6,1.2,0.6,1.8,2,14.6,,4.18,4,201,108,Forward
Anthony Parker\parkean01,1996-97,Bradley,MVC,21,20,34,5.2,12.2,0.424,3.8,7.5,0.51,1.4,4.8,0.29,4.8,6.7,0.721,,,5.3,3.4,1.8,0.5,2.7,1.7,16.6,,3.39,4,198,97,Guard
Vince Hunter\huntevi01,2014-15,UTEP,CUSA,33,30,28.5,5.5,10.5,0.526,5.4,10.2,0.53,0.1,0.3,0.4,3.8,6.3,0.599,2.7,6.6,9.2,1.7,1.2,1,2.8,3,14.9,,-0.51,2,203,92,Forward
Shandon Anderson\andersh01,1995-96,Georgia,SEC,31,,28.7,5.7,10.5,0.538,5.2,8.9,0.582,0.5,1.7,0.308,3,4.6,0.657,,,5.5,2.7,1.8,0.5,2.5,2.4,14.9,,8.13,4,198,94,Forward
Marcus Paige\paigema01,2015-16,UNC,ACC,34,34,31.6,4.3,10.9,0.397,2,4.4,0.46,2.3,6.5,0.355,2.4,3,0.796,0.4,2.1,2.5,3.7,1.1,0.4,1.2,1.5,13.4,,10.69,4,185,79,Guard
Alvin Williams\willial02,1996-97,Villanova,Big East,34,,34.2,5.8,12.1,0.481,4,7.1,0.56,1.9,5,0.368,3.6,4.8,0.742,,,5,3.8,1.8,0.4,2.7,2.5,17.1,,9.45,4,196,83,Guard
James Southerland\southja01,2012-13,Syracuse,Big East,34,11,29.5,4.7,10.5,0.45,2.3,4.3,0.524,2.5,6.2,0.398,1.3,1.7,0.789,1.3,3.9,5.2,1.1,1.4,0.8,1.1,2.3,13.3,,8.57,4,203,97,Forward
Trajan Langdon\langdtr01,1998-99,Duke,ACC,36,,31,5.3,11.5,0.462,2.2,4.4,0.497,3.1,7.1,0.441,3.6,4.2,0.842,,,3.4,1.9,1.4,0.1,1.8,2.3,17.3,,10.13,4,190,89,Guard
Gordon Hayward\haywago01,2009-10,Butler,Horizon,37,37,33.5,4.7,10.1,0.464,3.4,5.8,0.592,1.3,4.3,0.294,4.8,5.8,0.829,1.9,6.3,8.2,1.7,1.1,0.8,2.3,2.1,15.5,,5.08,2,203,93,Forward
Tony Wroten\wroteto01,2011-12,Washington,Pac-12,35,27,30.3,5.7,12.8,0.443,5.4,11.2,0.483,0.3,1.6,0.161,4.4,7.5,0.583,2.3,2.7,5,3.7,1.9,0.4,3.8,2.7,16,,5.27,1,196,92,Guard
Jordan Hill\hilljo01,2008-09,Arizona,Pac-10,34,34,35.7,7.4,13.8,0.537,7.4,13.8,0.537,0,0,,3.4,5.3,0.654,4.2,6.8,11,1.5,0.9,1.7,2.9,3,18.3,,8.8,3,208,106,Forward
Rajon Rondo\rondora01,2005-06,Kentucky,SEC,34,28,31,4.3,9,0.482,3.8,7,0.54,0.5,1.9,0.273,2,3.5,0.571,1.1,5.1,6.1,4.9,2,0.1,2.3,2.1,11.2,,8.88,2,185,77,Guard
Alec Burks\burksal01,2010-11,Colorado,Big 12,38,37,31.4,6.6,14.1,0.469,5.9,11.6,0.508,0.7,2.5,0.292,6.6,7.9,0.825,2.4,4.1,6.5,2.9,1.1,0.3,2.6,2.3,20.5,,5.61,2,198,88,Guard
Jake Voskuhl\voskuja01,1999-00,UConn,Big East,34,,22.9,3.2,5.6,0.571,3.2,5.6,0.571,0,0,,2.1,3.1,0.683,,,6.4,1.1,0.5,1.4,1.8,2.7,8.5,,7.58,4,211,111,Center
Tyler Honeycutt\honeyty01,2010-11,UCLA,Pac-10,33,33,35,4.4,10.8,0.406,2.7,6.2,0.438,1.7,4.6,0.362,2.4,3.2,0.736,1.5,5.7,7.2,2.8,0.9,2,3,1.6,12.8,,7.93,2,206,81,Forward
Tyronn Lue\luety01,1997-98,Nebraska,Big 12,32,,,7.5,17.1,0.439,5.1,10.6,0.479,2.4,6.5,0.373,3.8,4.5,0.828,,,4.3,4.8,2,0.1,,,21.2,,5.63,3,183,79,Guard
Grant Jerrett\jerregr01,2012-13,Arizona,Pac-12,34,2,17.8,1.9,4.5,0.409,0.9,2.2,0.413,0.9,2.3,0.405,0.5,0.6,0.818,1.1,2.5,3.6,0.5,0.5,1,0.6,1.3,5.2,,7.47,1,208,106,Forward
Brandon Roy\roybr01,2005-06,Washington,Pac-10,33,33,31.7,6.9,13.6,0.508,5.7,10.7,0.537,1.2,2.9,0.402,5.2,6.4,0.81,2.1,3.5,5.6,4.1,1.4,0.8,2.3,2.5,20.2,,5.96,4,198,97,Guard
Todd Fuller\fulleto02,1995-96,NC State,ACC,31,31,33.7,7.3,14.4,0.506,6.7,13,0.52,0.5,1.4,0.372,5.9,7.4,0.799,,,9.9,1.3,0.3,1.8,2.3,1.5,20.9,,7.98,4,211,115,Center
Renaldo Major\majorre01,2003-04,Fresno State,WAC,13,7,26.7,3.6,8.8,0.412,2.8,6.5,0.435,0.8,2.2,0.345,2.7,3.5,0.778,0.8,2.6,3.5,1.1,0.7,0.2,1.8,1.8,10.7,,5.11,2,201,90,Guard
Jamaal Magloire\magloja01,1999-00,Kentucky,SEC,33,,29.6,4.5,9,0.5,4.5,9,0.5,0,0,,4.2,6.2,0.685,,,9.1,0.5,0.5,1.7,2.9,2.8,13.2,,12.71,4,211,117,Center
Jaylen Brown\brownja02,2015-16,California,Pac-12,34,34,27.6,4.8,11.1,0.431,3.9,8.1,0.482,0.9,3,0.294,4.2,6.4,0.654,1.1,4.3,5.4,2,0.8,0.6,3.1,3.2,14.6,,7.87,1,201,102,Forward
Travis Knight\knightr01,1995-96,UConn,Big East,34,33,25.1,3.7,7.1,0.521,3.7,7.1,0.521,0,0,,1.7,2.5,0.694,,,9.3,2.1,0.7,2,2.3,2.4,9.1,,8.19,4,213,106,Center
DeMarcus Cousins\couside01,2009-10,Kentucky,SEC,38,37,23.5,5.4,9.7,0.558,5.4,9.6,0.565,0,0.2,0.167,4.3,7.1,0.604,4.1,5.8,9.8,1,1,1.8,2.1,3.2,15.1,,6.82,1,211,122,Forward
Dan Langhi\langhda01,1999-00,Vanderbilt,SEC,30,,34.4,7.4,15.5,0.477,5.5,10.7,0.511,1.9,4.8,0.403,5.4,6.2,0.871,,,6,0.8,0.4,0.3,1.8,1.9,22.1,,7.54,4,211,99,Forward
Kevin Jones\joneske01,2004-05,Bradley,MVC,8,0,1.1,0,0.1,0,0,0,,0,0.1,0,0,0.3,0,0,0,0,0.1,0,0,0,0,0,,4.55,2,185,88,Guard
Elijah Millsap\millsel01,,Louisiana,,53,40,23.4,3.9,9.4,0.41,3.3,7.7,0.428,0.6,1.8,0.333,2.4,4.2,0.56,2.3,3.9,6.2,1.2,1.4,0.4,2.7,2.6,10.7,,,5,198,95,Guard
Steve Nash*\nashst01,1995-96,Santa Clara,WCC,29,,33.8,5.7,13.1,0.43,3.5,6.8,0.51,2.2,6.3,0.344,3.5,3.9,0.894,,,3.6,6,1.3,0,3.6,1.5,17,,4.09,4,190,88,Guard
Grayson Allen\allengr01,2017-18,Duke,ACC,37,37,35.6,4.9,11.7,0.418,2.1,4.2,0.503,2.8,7.5,0.37,2.9,3.4,0.85,0.5,2.8,3.3,4.6,1.7,0.1,2.1,2.1,15.5,,9.71,4,193,88,Guard
Kirk Snyder\snydeki01,2003-04,Nevada,WAC,34,33,31.7,6.1,14.3,0.431,4.6,9.7,0.47,1.6,4.6,0.348,4.9,6.7,0.731,1.9,3.8,5.7,3.4,1,0.6,3.5,2.1,18.8,,5.82,3,198,102,Guard
JaVale McGee\mcgeeja01,2007-08,Nevada,WAC,33,31,27.3,5.7,10.8,0.529,5.3,9.5,0.556,0.4,1.3,0.333,2.2,4.3,0.525,2.5,4.8,7.3,0.6,0.8,2.8,2.4,2.5,14.1,,-0.11,2,213,107,Forward
Nick Johnson\johnsni01,2013-14,Arizona,Pac-12,38,38,33.1,5.4,12.5,0.432,3.8,8,0.469,1.6,4.4,0.367,3.8,4.9,0.781,0.8,3.2,4.1,2.8,1.1,0.7,1.7,2,16.3,,9.04,3,190,90,Guard
Melvin Ely\elyme01,2001-02,Fresno State,WAC,28,28,35.7,8.8,15.6,0.563,8.8,15.6,0.564,0,0,0,5.8,7.8,0.735,3.2,5.9,9.1,1.8,0.7,3.1,2.6,2.4,23.3,,5.2,4,208,117,Center
John Salmons\salmojo01,2001-02,Miami (FL),Big East,32,32,33.7,4.3,9.3,0.461,3.6,7.1,0.509,0.7,2.2,0.31,3.8,4.6,0.842,1.8,4.1,6,6.1,1.8,0.6,3.7,2.3,13.1,,5.52,4,201,95,Guard
Allonzo Trier\trieral01,2017-18,Arizona,Pac-12,33,33,34.1,5.6,11.2,0.5,3.5,5.6,0.62,2.1,5.6,0.38,4.8,5.6,0.865,0.3,2.7,3,3.2,0.6,0.3,2.1,1.7,18.1,,6.84,3,193,86,Guard
P.J. Tucker\tuckepj01,2005-06,Texas,Big 12,37,37,34.5,6.1,11.8,0.515,6,11.7,0.514,0.1,0.1,0.667,3.8,5.1,0.747,2.8,6.7,9.5,2.9,1.8,0.4,3.1,2.8,16.1,,6.99,3,196,102,Forward
Torraye Braggs\braggto01,1997-98,Xavier,A-10,30,,,4.4,8.1,0.541,4.4,8.1,0.541,0,0,,4.2,5.7,0.731,,,8.2,2.4,1.4,0.4,,,13,,4.76,2,203,111,Center
Earl Barron\barroea01,2002-03,Memphis,CUSA,26,15,21.3,2.5,6.4,0.392,2.5,6,0.41,0,0.4,0.1,2.8,3.5,0.813,2.3,3.2,5.5,0.8,0.3,1,1.1,3.3,7.9,,5.27,4,213,111,Center
Jeremy Evans\evansje01,2009-10,Western Kentucky,Sun Belt,34,34,26.5,4,6.2,0.649,3.9,5.9,0.673,0.1,0.4,0.25,1.9,2.7,0.688,3,3.9,6.9,0.7,0.8,1.8,1.1,2.9,10,,-2.18,4,206,88,Forward
Matt Geiger\geigema01,,Auburn,,58,,24.2,4.3,8.5,0.507,4.3,8.4,0.511,0,0.1,0,2.4,3.5,0.681,,,5.3,1,0.5,0.6,2.7,3.2,11,,,6,213,110,Center
Kevin Love\loveke01,2007-08,UCLA,Pac-10,39,38,29.6,5.8,10.4,0.559,5.1,8.3,0.611,0.7,2.1,0.354,5.1,6.6,0.767,3.6,7,10.6,1.9,0.7,1.4,2,1.9,17.5,,7.71,1,208,117,Center
Keon Clark\clarkke01,1997-98,UNLV,WAC,10,,,5.7,10.4,0.548,5.3,9.6,0.552,0.4,0.8,0.5,3,4.5,0.667,,,3,1.9,0.2,2.6,,,14.8,,5.31,2,211,99,Center
Samuel Dalembert\dalemsa01,2000-01,Seton Hall,Big East,29,27,21.4,3.4,6.1,0.565,3.4,6.1,0.565,0,0,,1.4,2.5,0.556,1.7,4,5.7,0.3,0.5,2.1,1.9,3.3,8.3,,6.03,2,211,113,Center
Darius Miller\milleda01,2011-12,Kentucky,SEC,40,11,26.1,3.6,7.6,0.474,2.2,3.8,0.569,1.4,3.7,0.376,1.4,1.7,0.797,0.9,1.9,2.8,2.1,0.8,0.3,1.5,2.2,9.9,,7.93,4,203,102,Guard
Rodney Stuckey\stuckro01,2006-07,Eastern Washington,Big Sky,29,29,33.3,7.8,17.3,0.453,6.3,11.7,0.541,1.5,5.6,0.267,7.4,8.8,0.846,1.2,3.4,4.7,5.5,2.4,0.3,3.4,2.3,24.6,,-2.94,2,196,92,Guard
Angel Delgado\delgaan01,2017-18,Seton Hall,Big East,34,34,30.9,5.5,10.9,0.505,5.5,10.8,0.508,0,0.1,0,2.6,4.3,0.612,4,7.8,11.8,2.8,0.8,0.7,2.5,2.3,13.6,,10.11,4,206,104,Center-Forward
David Noel\noelda01,2005-06,UNC,ACC,31,31,33.7,5.1,9.6,0.532,3.8,6.6,0.58,1.3,3,0.424,1.5,2.3,0.625,2.5,4.4,6.8,3.5,1.1,0.7,3.1,2.7,12.9,,7.77,4,198,104,Guard
Billy Owens\owensbi01,1990-91,Syracuse,Big East,32,32,38,8.8,17.3,0.509,8.1,15.5,0.522,0.7,1.8,0.397,4.9,7.3,0.674,,,11.6,3.5,2.4,1.2,3.5,2.7,23.3,,8.29,3,203,99,Forward
Tony Massenburg\masseto01,1989-90,Maryland,ACC,31,30,31.4,6.6,13.2,0.505,6.6,13.1,0.507,0,0.1,0,4.7,6.5,0.721,,,10.1,0.6,0.9,1.2,2.1,3,18,,6.1,4,206,99,Forward
Will Blalock\blalowi01,2005-06,Iowa State,Big 12,30,30,35.7,5.9,13.2,0.447,4.3,9.3,0.468,1.6,3.9,0.398,2,3,0.659,0.8,2.5,3.3,6.1,2.2,0.1,3,1.8,15.4,,7.3,3,183,92,Guard
Michael Ruffin\ruffimi01,1998-99,Tulsa,WAC,33,,32.2,3.5,6.7,0.527,3.5,6.6,0.537,0,0.1,0,4.5,7.5,0.603,,,10.4,1.4,1.8,2.6,2.7,3,11.6,,4.45,4,206,111,Forward
Duncan Robinson\robindu01,2017-18,Michigan,Big Ten,41,19,25.8,3,6.8,0.44,1.1,1.8,0.595,1.9,5,0.384,1.4,1.6,0.891,0.5,2,2.4,1.1,0.7,0.4,0.6,2.4,9.2,,9.41,3,203,86,Guard-Forward
Sam Cassell\cassesa01,1992-93,Florida State,ACC,35,35,37.1,6.7,13.3,0.502,5.3,9.6,0.549,1.4,3.7,0.382,3.5,4.6,0.759,,,4.3,4.9,2.8,0.3,2.8,3.1,18.3,,11.44,2,190,83,Guard
Rasual Butler\butlera01,2001-02,La Salle,A-10,32,31,39.1,7.3,16.8,0.434,5.5,11.8,0.464,1.8,4.9,0.361,4.6,5.4,0.855,2.3,6.5,8.8,1.4,1.3,1.3,2.6,1.7,20.9,,2.64,4,201,92,Forward
Sean Elliott\elliose01,1988-89,Arizona,Pac-10,33,33,34.1,7.2,15,0.48,5.2,10.4,0.499,2,4.6,0.437,5.9,7,0.841,,,7.2,4.1,1,0.3,3.1,1.6,22.3,,10.26,4,203,92,Forward
Geno Carlisle\carlige01,,Northwestern,,53,46,32.5,5.2,13.2,0.391,3.2,7.9,0.408,1.9,5.3,0.367,3.5,4.6,0.766,,,2.7,3.3,0.8,0.2,2.7,1.9,15.8,,,6,190,81,Guard
Kareem Rush\rushka01,2001-02,Missouri,Big 12,36,35,31.9,6.9,16.3,0.426,3.8,8.6,0.444,3.1,7.6,0.405,2.9,3.7,0.769,1.3,3.9,5.2,2.5,1.1,0.6,2.9,2.1,19.8,,6.81,3,198,97,Forward
Damone Brown\brownda02,2000-01,Syracuse,Big East,34,34,36.5,6.3,12.9,0.492,6.2,12.4,0.499,0.1,0.4,0.286,3.7,4.6,0.791,3.2,5.6,8.8,1.6,1.7,1.4,2,2.7,16.4,,5.82,4,206,90,Forward
Chris Richard\richach01,2006-07,Florida,SEC,40,4,18.4,2.5,3.6,0.69,2.5,3.6,0.69,0,0,,1.3,2.1,0.627,1.6,2.1,3.7,0.4,0.3,0.3,1.2,2.3,6.2,,7.33,4,206,122,Center
Domantas Sabonis\sabondo01,2015-16,Gonzaga,WCC,36,31,31.9,6.6,10.9,0.611,6.5,10.5,0.621,0.1,0.4,0.357,4.2,5.4,0.769,3.1,8.8,11.8,1.8,0.6,0.9,2.6,3.2,17.6,,4.23,2,208,104,Forward
Shavlik Randolph\randosh01,2004-05,Duke,ACC,29,20,18.9,1.6,4,0.393,1.5,3.6,0.413,0.1,0.4,0.231,1.1,2.1,0.533,1.9,2.4,4.3,0.9,1,1.5,1,3.1,4.4,,10.04,3,208,108,Forward
Corie Blount\blounco01,1992-93,Cincinnati,GMWC,21,17,28,5,9,0.55,5,9,0.55,0,0,,1.4,2.5,0.566,,,8.1,2.2,1.8,1.6,2.6,3.3,11.3,,6.62,2,206,108,Forward
Trey Gilder\gildetr01,,McNeese State,,2,0,1,0,0,,0,0,,0,0,,1,1,1,0,0.5,0.5,0,0.5,0,0,0,1,,,5,206,86,Forward
Malik Monk\monkma01,2016-17,Kentucky,SEC,38,37,32.1,6.6,14.7,0.45,3.9,7.8,0.497,2.7,6.9,0.397,3.9,4.7,0.822,0.3,2.2,2.5,2.3,0.9,0.5,2,1.9,19.8,,10.49,1,190,90,Guard
Bryon Russell\russebr01,1992-93,Long Beach State,Big West,32,,31.4,4.8,8.9,0.537,4.4,7.8,0.566,0.3,1.1,0.324,3.3,4.5,0.727,,,6.7,2.1,1.7,0.4,2,3,13.2,,2.38,3,201,102,Forward
London Perrantes\perralo01,2016-17,Virginia,ACC,34,34,32.1,4.3,10.4,0.414,2.4,5.3,0.453,1.9,5.1,0.374,2.2,2.7,0.813,0.3,2.7,3,3.8,0.7,0.1,1.7,1,12.7,,10.93,4,188,85,Guard
Aaron Holiday\holidaa01,2017-18,UCLA,Pac-12,33,33,37.7,6.4,13.9,0.461,3.8,7.7,0.486,2.7,6.2,0.429,4.8,5.8,0.828,0.5,3.2,3.7,5.8,1.3,0.2,3.8,2.6,20.3,,6.86,3,185,83,Guard
Glenn Robinson\robingl02,1993-94,Purdue,Big Ten,34,34,34.3,10.8,22.4,0.483,8.5,16.3,0.522,2.3,6.1,0.38,6.3,7.9,0.796,,,10.1,1.9,1.6,0.9,4.1,2.6,30.3,,9.9,2,201,102,Forward
Marvin Williams\willima02,2004-05,UNC,ACC,36,0,22.2,3.5,6.9,0.506,2.9,5.6,0.522,0.5,1.2,0.432,3.8,4.5,0.847,1.8,4.8,6.6,0.7,1.1,0.5,1.6,2.6,11.3,,10.66,1,206,104,Forward
